brand,category,color,description,image_path_1,image_path_2,name,price,product_code,sub_category
EYEN,warsztat-rowerowy,czarny,"Eyen Hexy S8 to bardzo wygodne w użyciu i praktyczne akcesorium, które każdy rowerzysta powinien mieć przy sobie. Może okazać się szczególnie przydatne na dalszych wycieczkach poza miasto, gdzie nie ma serwisów rowerowych ani ludzi, od których można pożyczyć narzędzia. Awaria w takiej lokacji może oznaczać spore kłopoty i choć pozbycie się usterki możliwe byłoby po dokręceniu dosłownie jednej śrubki, bez odpowiedniego klucza imbusowego nie będzie to możliwe.Model wyróżnia się solidnym, stalowym korpusem, który dobrze zniesie intensywne użytkowanie. Sporą zaletę stanowi również niewielki rozmiar umożliwiający przewiezienie go w kieszeni, torbie rowerowej lub plecaku. Do dyspozycji użytkownika jest 8 różnych przyrządów, które rozkłada się w prosty i błyskawiczny sposób. Dzięki temu w dowolnej chwili będziesz mieć możliwość dokonania drobnych napraw i regulacji w swoim jednośladzie.Eyen Hexy S8 zawiera:",/photo/product/eyen-hexy-s8-2-161984-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\eyen-hexy-s8-2-161984-f-sk7-w780-h554_2.png,Multitool EYEN Hexy S8,29.99,DD161984,narzedzia-rowerowe
BIKE HAND,warsztat-rowerowy,szary,,/photo/product/bike-hand-shimano-yc-26bb-2-53097-f-sk7-w780-h554_1.png,,Klucz do suportu BIKE HAND Shimano YC-26BB,35.99,DD53097,narzedzia-rowerowe
UNIOR,warsztat-rowerowy,czarny-niebieski-srebrny,"Trójstronny klucz imbusowy UNIOR 1781/2HX zapewnia pewny chwyt oraz nie uszkadza śrub. Materiały użyte w produkcji narzędzia gwarantują trwałość i wydajność pracy. Narzędzie przyda się zarówno w profesjonalnym warsztacie rowerowym, jak i u pasjonata samemu zajmującego się swoimi jednośladami. Budowa klucza zapewnia komfortowe trzymanie w dłoniach. Zastosowane w nim końcówki to warianty najpopularniejsze przy regulacji lub naprawie rowerów.Możliwe końcówki klucza:",/photo/product/unior-1781-2hx-2-102595-f-sk7-w780-h554_1.png,,Klucz UNIOR 1781/2HX,39.99,DD102595,narzedzia-rowerowe
BIKE HAND,warsztat-rowerowy,biały-czarny-srebrny,,/photo/product/bike-hand-yc-27bb-2-57448-f-sk7-w780-h554_1.png,,Klucz do suportu BIKE HAND YC-27BB,39.99,DD57448,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,czarny,\r\nWykonany ze stali klucz imbusowy HR-11 od Park Tool.\r\n\r\n,/photo/product/park-tool-hr-11-2-7279-f-sk7-w780-h554_1.png,,Klucz PARK TOOL HR-11,43.99,DD7279,narzedzia-rowerowe
UNIOR,warsztat-rowerowy,czarny-niebieski,"Skuwacz do łańcucha od marki Unior to narzędzie, które przyda się każdemu rowerzyście. W prosty i szybki sposób można za jego pomocą wypchnąć sworznie z łańcucha. Urządzenie jest bardzo precyzyjne, co zapobiega przypadkowemu uszkodzeniu ogniw.Konstrukcja wykonana jest z mocnej, hartowanej stali. W obszarze łańcucha pokryto ją czarną warstwą ochronną i rączka jest powlekana plastikiem dla większego komfortu użytkownika.Przyrząd jest przeznaczony do łańcuchów dedykowanych dla kaset w zakresie 5-11 rzędów. Firma Unior, słoweński producent narzędzi rowerowych, przykłada dużą wagę do wytrzymałości i żywotności swoich produktów. Dlatego wykonuje się je z najwyższej jakości materiałów. Działanie narzędzia przedstawia poniższy materiał wideo.         ",/photo/product/unior-1647hobby-4p-2-148990-f-sk7-w780-h554_1.png,,Skuwacz do łańcucha UNIOR 1647HOBBY/4P,42.99,DD148990,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,niebieski,Zestaw kluczy imbusowych AWS-10 stworzony przez markę Park Tool posiada siedem funkcji. Dzięki niewielkim rozmiarom nadaje się do zabierania na wycieczki rowerowe. ,/photo/product/park-tool-aws-10-2-4112-f-sk7-w780-h554_1.png,,Multitool PARK TOOL AWS-10,46.99,DD4112,narzedzia-rowerowe
UNIOR,warsztat-rowerowy,czarny-niebieski,"UNIOR 1781/2HX to trójstronny klucz imbusowy zaprojektowany specjalnie z myślą o naprawie i serwisowaniu rowerów.  Słoweński producent wykonał go z twardej stali, która gwarantuje jakość odpowiednią dla profesjonalnych narzędzi. Trójkątny kształt korpusu klucza  – pozwala na pewniejszy chwyt oraz możliwość zastosowania większej siły. Narzędzie okazuje się nieocenione przy luzowaniu mocno dokręconych lub zapieczonych śrub. UNIOR 1781/2HX nadaje się zarówno do zastosowań profesjonalnych, jak i do przydomowych warsztatów.Zastosowane w nim końcówki to 10, 15 oraz 25 mm.",/photo/product/unior-1781-2tx-2-148991-f-sk7-w780-h554_1.png,,Klucz UNIOR 1781/2TX,42.99,DD148991,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,czarny,,/photo/product/park-tool-ph-t25-2-13653-f-sk7-w780-h554_1.png,,Klucz PARK TOOL PH-T25,44.99,DD13653,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,biały-czarny-niebieski,"Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.",/photo/product/park-tool-scw-15-2-4071-f-sk7-w780-h554_1.png,,Klucz do piast PARK TOOL SCW-15,46.99,DD4071,narzedzia-rowerowe
BIKE HAND,warsztat-rowerowy,czarny,,/photo/product/bike-hand-yc-335co-2-104171-f-sk7-w780-h554_1.png,,Szczypce do spinek łańcucha BIKE HAND YC-335CO,44.99,DD104171,narzedzia-rowerowe
UNIOR,warsztat-rowerowy,niebieski,"Jednostronny klucz do sterów UNIOR to bardzo wygodne w użytkowaniu narzędzie. Wyposażone jest w dwuwarstwową rękojeść, która pewnie leży w dłoni, przez co ustawianie czy luzowanie nakrętek będzie dużo prostsze i bardziej komfortowe. Model, dzięki stali zastosowanej do produkcji, wyróżnia się wysoką jakością oraz wytrzymałością, dlatego będzie służył latami.",/photo/product/unior-1617-2dp-2-148712-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\unior-1617-2dp-2-148712-f-sk7-w780-h554_2.png,Klucz do stożków UNIOR 1617/2DP,42.99,DD148712,narzedzia-rowerowe
KELLYS,warsztat-rowerowy,czarny-czerwony-srebrny,,/photo/product/kellys-stinger-8-2-63432-f-sk7-w780-h554_1.png,,Zestaw kluczy KELLYS Stinger 8,32.99,DD63432,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,czarny,"\r\nKlucz wielowpustowy BBT-5 od Park Tool do serwisu wkładów suportów, kaset oraz pierścieni kontrujących. Kompatybilny z różnymi rodzajami wkładów.   \r\n\r\n",/photo/product/park-tool-bbt-5-2-4056-f-sk7-w780-h554_1.png,,Klucz do kaset PARK TOOL BBT- 5,47.99,DD4056,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,biały-czarny-niebieski,"Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.",/photo/product/park-tool-scw-14-2-4070-f-sk7-w780-h554_1.png,,Klucz do piast PARK TOOL SCW-14,49.99,DD4070,narzedzia-rowerowe
UNIOR,warsztat-rowerowy,czarny-czerwony,"Wykonany przez Unior trójstronny klucz imbusowy 1781/2HXS przyda się do serwisowania rowerów w warsztacie. Trzy stalowe końcówki w różnych rozmiarach – 4, 5 i 6 mm – pozwalają szybko przykręcać śruby bez konieczności zmiany narzędzia. Trójkątna rączka z wytrzymałego tworzywa pomaga w prawidłowym wprowadzaniu klucza w gniazdo.",/photo/product/unior-1781-2hxs-2-196742-f-sk7-w780-h554_1.png,,Trójstronny klucz imbusowy UNIOR 1781/2HXS,47.99,DD196742,narzedzia-rowerowe
LEZYNE,warsztat-rowerowy,czarny,"Lezyne Rap II 6 to mały multitool z oferty cenionego, amerykańskiego producenta. Idealnie wpisuje się w potrzeby rowerzystów poszukujących minimalistycznego, lekkiego i bardzo praktycznego narzędziownika. Niewielkie rozmiary sprawiają, że zmieści się on w każdej kieszeni lub nawet najmniejszej torbie podsiodłowej.Sześć zawartych w tym produkcie kluczy pozwala na wygodną regulację podstawowych elementów roweru. Wersję Rap II 6 warto zabrać ze sobą w każdą podróż, ponieważ stanowi minimum wyposażenia, które pozwala sobie poradzić z drobnymi awariami na trasie.Znakiem rozpoznawczym serii Lezyne Rap II są narzędzia z wytrzymałej oraz twardej stali CrV. Pokryto je specjalną warstwą Black Anti-Corrosion, która dodatkowo zabezpiecza materiał przed korodowaniem. Dzięki temu produkt można przechowywać w wilgotnych warunkach - np. w torbie podsiodłowej uszytej z przepuszczającej wodę tkaniny. Multitool wyróżnia się również dłuższymi niż standardowo końcówkami. Takie rozwiązania ułatwia luzowanie mocno dokręconych śrub.W ciekawy sposób zaprojektowano obudowę. Powstała ona z anodowanego na czarno aluminium. Takie rozwiązanie pozwoliło marce Lezyne na znaczne zmniejszenie masy produktu. Ergonomiczny kształt płyt bocznych zapewnia mocny chwyt i zapobiega ślizganiu się narzędzia przy pracy.Narzędzia dostępne w zestawie:Zalety multitoola od Lezyne przedstawia poniższy film.",/photo/product/lezyne-rap-ii-6-2-164384-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\lezyne-rap-ii-6-2-164384-f-sk7-w780-h554_2.png,Multitool LEZYNE Rap II 6,49.99,DD164384,narzedzia-rowerowe
BIKE HAND,warsztat-rowerowy,czarny-czerwony-srebrny,"Klucz do zdejmowania kaset YC-501A od firmy Bike Hand jest narzędziem, które posłuzy każdemu rowerzyście. Niezwykle łatwy w obsłudze bacik pozwala samodzielnie serwisować rower. Produkt posiada wygodną rękojeść, która ułatwia odkręcanie. ",/photo/product/bike-hand-yc-501a-2-189-f-sk7-w780-h554_1.png,,Bacik do kaset BIKE HAND YC-501A,41.99,DD189,narzedzia-rowerowe
CRANKBROTHERS,warsztat-rowerowy,szary,"Mały podręczny, extremalnie wytrzymały narzędziownik. Dożywotnia gwarancja.  Multi 5 waży zaledwie 85 g i zawiera 5 kluczy. Korpus wykonano z wytrzymałego aluminium 6061-t6, a narzędzia z bardzo wytrzymałej stali 6050.\r\n",/photo/product/crankbrothers-multi-5-2-105360-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\crankbrothers-multi-5-2-105360-f-sk7-w780-h554_2.png,Multitool CRANKBROTHERS Multi 5,49.99,DD105360,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,biały-czarny-niebieski,"Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.",/photo/product/park-tool-scw-16-2-4072-f-sk7-w780-h554_1.png,,Klucz do piast PARK TOOL SCW-16,46.99,DD4072,narzedzia-rowerowe
KELLYS,warsztat-rowerowy,biały-czarny-czerwony-srebrny,,/photo/product/kellys-chainey-2-61181-f-sk7-w780-h554_1.png,,Multitool KELLYS Chainey,47.99,DD61181,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,biały-czarny-niebieski,"Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.",/photo/product/park-tool-scw-19-2-4076-f-sk7-w780-h554_1.png,,Klucz do piast PARK TOOL SCW-19,49.99,DD4076,narzedzia-rowerowe
BIKE HAND,warsztat-rowerowy,czarny,,/photo/product/bike-hand-yc-120b-2-194-f-sk7-w780-h554_1.png,,Klucz do wolnobiegu BIKE HAND YC-120B,26.99,DD194,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,czarny,"Klucz do ściągania kaset FR-5.2 marki Park Tool pasuje do trybów Shimano, Sram, SunRace, SunTour, Chris King, a także sram XX1. ",/photo/product/park-tool-fr-5-2-2-112226-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\park-tool-fr-5-2-2-112226-f-sk7-w780-h554_2.png,Klucz do kaset PARK TOOL FR-5.2,49.99,DD112226,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,biały-czarny-niebieski,"Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.",/photo/product/park-tool-scw-22-2-5087-f-sk7-w780-h554_1.png,,Klucz do piast PARK TOOL SCW-22,49.99,DD5087,narzedzia-rowerowe
EYEN,warsztat-rowerowy,czarny,"Narzędziownik Hexy A16 to przydatny produkt pochodzący z kolekcji polskiej marki Eyen. Wyróżnia go kompaktowy rozmiar i różnorodność końcówek. Akcesorium jest niezastąpione podczas bikepackingowych wypraw, ale też na codzienne dojazdy. Z jego pomocą jesteśmy w stanie wyeliminować wiele usterek, które mogą nam się przydarzyć podczas jazdy i uniemożliwiać jej kontynuację. Narzędziownik Hexy A16 został wyposażony w 16 funkcjonalnych końcówek, więc zastępują wiele narzędzi. Nie musimy więc zabierać ze sobą różnego typu i rozmiaru kluczy, które są ciężkie i nieporęczne w terenie. Wystarczy spakować wygodne akcesorium Eyen do torby, sakwy czy plecaka, aby być przygotowanym na każdą ewentualność.  Jakie końcówki znajdziemy w narzędziowniku Hexy A16?Do wykonania korpusu akcesorium polski producent wykorzystał aluminium - tworzywo o najlepszym stosunku masy do wytrzymałości. ",/photo/product/eyen-hexy-a16-2-161980-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\eyen-hexy-a16-2-161980-f-sk7-w780-h554_2.png,Multitool EYEN Hexy A16,49.99,DD161980,narzedzia-rowerowe
PARK TOOL,warsztat-rowerowy,biały-czarny-niebieski,"Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.",/photo/product/park-tool-scw-13-2-4069-f-sk7-w780-h554_1.png,,Klucz do piast PARK TOOL SCW-13,49.99,DD4069,narzedzia-rowerowe
BIKE HAND,warsztat-rowerowy,czerwony-niebieski-srebrny,"\r\nObcinaczki linek i pancerzy YC-767 to produkt marki Bike Hand. Stanowią one jedno z najbardziej potrzebnych narzędzi do samodzielnego serwisowania roweru. Obcinaczki wykonane są z wysokiej jakości utwardzonej stali, dzięki czemu cechują się dużą wytrzymałością.  ",/photo/product/bike-hand-yc-767-2-199-f-sk7-w780-h554_1.png,,Obcinaczki do linek i pancerzy BIKE HAND YC-767,56.99,DD199,narzedzia-rowerowe
BIKE HAND,warsztat-rowerowy,czarny,,/photo/product/bike-hand-hollowtech-2-yc-29bb-2-193-f-sk7-w780-h554_1.png,,Klucz do łożysk suportu BIKE HAND Hollowtech 2 YC-29BB,49.99,DD193,narzedzia-rowerowe
LEZYNE,warsztat-rowerowy,czarny,"Lezyne Rap II 8 to kompaktowy multitool, w którym amerykański producent zastosował kilka innowacyjnych rozwiązań. W efekcie powstało niezwykle przydatne i wytrzymałe narzędzie rowerowe. Dzięki niskiej masie i niewielkim rozmiarom można je łatwo zmieścić w kieszeni, plecaku lub torbie w taki sposób, aby nie przeszkadzało ono podczas jazdy. Natomiast w razie potrzeby 8 funkcjonalnych końcówek pozwala na szybką naprawę lub regulację większości podstawowych elementów wyposażenia nowoczesnego roweru.Obudowę narzędziownika wykonano z anodowanego na czarno aluminium, dzięki czemu nie tylko wygląda ona bardzo efektownie, ale także jest lekka, wytrzymała i zabezpieczona przed korodowaniem. Można dzięki temu bezpiecznie przechowywać produkt np. w nieosłoniętej przed deszczem torbie podsiodłowej. Ergonomiczny kształt płyt bocznych zapewnia mocny chwyt oraz ułatwia luzowanie nawet mocno dokręconych śrub.Wszystkie elementy wchodzące w skład narzędziownika wyprodukowano ze sztywnej, mocnej i odpornej na warunki zewnętrzne stali CrV. W porównaniu do innych produktów końcówki zostały wyraźnie wydłużone, co zdecydowanie ułatwia pracę. Zastosowano do nich technologię Black Anti-Corrosion, która gwarantuje skuteczną ochronę przed rdzewieniem.Narzędzia dostępne w zestawie:Możliwości narzędziownika przedstawione są na poniższym materiale wideo.",/photo/product/lezyne-rap-ii-8-2-164385-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\lezyne-rap-ii-8-2-164385-f-sk7-w780-h554_2.png,Multitool LEZYNE Rap II 8,54.99,DD164385,narzedzia-rowerowe
